A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,JP1,JP2,JP3,JP4,JP5,gender,education,age
2,5,5,5,5,4,4,5,2,2,3,2,2,5,2,2,3,52
1,6,6,6,5,5,6,6,4,3,4,4,5,5,5,1,1,54
1,6,5,2,4,5,3,5,1,1,1,1,3,6,5,2,4,42
2,5,5,4,5,5,4,4,2,5,2,4,5,5,3,1,5,41
1,5,5,6,4,5,5,5,2,2,2,2,2,2,6,2,3,44
2,6,3,3,3,2,2,4,3,4,4,6,3,2,3,2,3,39
1,4,6,6,6,4,5,5,2,3,1,4,5,6,NA,2,3,50
4,5,5,6,5,4,6,5,2,2,5,2,4,5,5,2,3,40
3,4,4,2,4,2,2,4,5,6,2,2,4,5,5,2,2,39
1,5,6,6,4,5,5,4,2,2,5,5,2,3,3,2,4,43
3,3,4,2,3,3,3,3,3,4,3,4,4,4,2,1,1,39
1,6,5,5,5,4,4,3,3,5,1,2,5,5,4,2,3,41
NA,3,4,3,3,3,3,3,2,3,3,3,2,6,3,2,NA,37
1,5,5,4,4,4,4,6,3,5,1,1,4,6,5,1,3,41
1,5,4,5,5,5,5,5,3,3,2,4,6,2,4,1,3,45
3,4,5,5,4,4,4,4,4,5,2,2,3,6,4,2,3,42
5,6,6,5,5,5,5,6,1,1,6,1,5,5,6,1,3,41
1,4,3,5,3,1,5,5,6,6,6,6,2,2,1,2,NA,34
4,3,4,4,3,5,4,5,3,3,2,2,4,5,5,1,3,41
2,5,4,2,4,4,4,4,2,2,2,3,5,4,4,2,2,39
5,3,4,4,5,4,3,2,4,4,1,1,3,6,4,2,NA,33
3,3,5,6,5,3,5,5,2,2,1,2,4,6,6,2,2,51
1,5,5,2,5,5,5,3,2,4,5,4,4,4,5,2,4,54
4,5,2,1,4,5,4,5,4,4,5,5,4,5,3,2,NA,35
1,5,1,5,6,3,5,5,4,1,1,4,4,5,5,2,1,57
2,5,5,4,5,5,4,4,4,5,1,2,5,6,5,2,5,59
1,6,6,6,6,4,4,4,2,3,1,5,6,5,5,2,NA,37
1,6,3,4,2,5,6,5,1,1,2,3,4,5,4,1,1,36
3,5,6,6,5,4,4,3,3,3,2,3,5,6,4,1,1,36
4,4,2,1,5,6,4,4,2,5,1,4,5,5,4,1,NA,36
1,1,1,3,1,1,1,1,6,6,1,6,1,2,1,1,NA,60
2,4,3,2,4,3,3,4,2,3,5,2,2,4,4,2,NA,37
4,6,6,1,6,6,5,6,1,1,1,3,4,5,5,2,1,37
3,5,4,3,4,4,4,4,5,5,5,2,3,4,5,1,NA,37
1,6,5,5,4,4,2,3,2,2,1,2,5,6,5,1,NA,37
4,3,1,1,5,6,6,4,1,1,6,2,6,1,5,1,5,94
1,6,NA,6,6,4,5,5,6,4,1,1,5,6,6,2,1,37
2,5,5,6,5,5,4,4,3,3,2,2,5,5,5,2,3,50
5,2,2,2,4,6,6,6,1,1,1,1,5,6,6,1,4,68
2,5,5,5,2,4,5,4,4,4,2,2,5,5,4,2,3,52
2,5,5,2,5,6,5,5,1,2,3,2,5,5,6,2,4,64
2,6,6,6,6,6,6,5,1,3,1,1,5,6,5,2,3,60
2,5,5,5,5,5,5,4,3,2,1,2,6,5,5,2,4,43
1,6,3,5,6,5,5,6,1,4,1,1,4,6,5,2,3,60
1,6,6,6,6,5,5,4,2,2,2,2,3,6,5,2,3,59
6,5,5,4,5,4,2,4,3,5,2,3,5,5,4,1,NA,37
4,4,3,5,4,4,5,2,4,5,4,4,3,4,2,2,3,45
3,5,5,6,5,3,5,4,2,2,3,4,4,3,4,2,1,44
2,5,5,4,5,3,3,4,3,4,1,1,5,6,2,1,NA,34
2,5,5,5,NA,4,5,5,5,6,1,2,4,6,3,2,3,46
2,6,4,4,4,4,4,5,1,2,1,3,4,4,6,1,4,54
4,5,4,2,5,3,4,4,3,5,3,4,4,6,4,2,3,40
2,5,2,4,6,4,1,2,5,5,1,3,2,5,2,2,3,83
2,6,4,3,5,3,3,4,4,4,2,2,5,6,5,2,1,38
1,6,6,6,6,4,6,5,2,2,1,1,6,6,6,2,5,48
2,5,6,6,5,5,5,5,2,NA,1,1,4,6,5,2,2,68
5,5,4,6,4,6,5,5,2,4,3,4,3,6,4,2,3,59
3,5,5,5,5,5,5,5,2,2,2,1,5,6,6,1,4,55
5,5,5,4,5,5,4,4,2,3,3,5,5,5,NA,2,2,66
2,5,5,4,2,4,4,5,1,4,2,4,3,4,4,1,3,40
1,5,5,6,5,5,6,6,1,2,5,2,2,5,5,2,3,43
2,2,5,5,4,5,NA,5,1,1,1,2,3,5,5,2,3,59
1,6,6,6,1,5,2,5,2,4,2,4,4,6,4,2,2,62
2,5,5,6,5,4,5,6,NA,1,2,2,4,4,6,1,3,46
1,5,5,6,4,4,4,4,5,6,1,3,3,2,4,2,3,39
5,4,2,4,5,5,6,5,2,4,2,5,4,5,4,1,1,58
2,4,6,1,4,6,3,4,3,5,1,1,3,1,6,2,3,42
3,5,5,5,6,4,4,6,3,3,2,2,5,6,6,2,3,43
2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,44
1,6,6,6,5,6,6,5,1,1,2,3,5,5,5,2,4,45
4,6,4,6,4,5,5,4,5,6,1,1,2,5,4,2,3,41
3,5,5,5,2,5,3,5,2,5,4,2,4,1,5,2,4,59
3,5,5,5,5,5,2,5,2,2,2,2,5,5,5,1,5,51
3,4,4,4,2,5,4,5,2,2,2,2,4,6,4,1,1,38
6,3,2,4,4,6,6,6,1,2,4,4,5,6,5,1,3,40
6,2,1,4,4,6,6,6,1,1,4,4,5,5,5,1,3,40
3,4,5,4,6,4,3,4,4,4,4,3,5,5,4,1,2,43
3,5,5,5,5,5,5,5,2,4,5,6,4,5,3,1,4,44
4,4,5,4,6,2,2,2,4,6,1,2,4,5,3,2,NA,77
4,2,5,1,5,2,1,1,4,6,1,1,5,5,1,1,3,40
1,6,6,5,6,4,4,5,3,3,2,3,5,5,5,1,3,42
2,5,5,6,4,4,4,4,4,4,2,4,4,4,5,2,3,41
2,5,4,4,5,3,3,5,5,5,5,5,3,5,4,2,4,43
3,5,5,5,5,4,4,5,3,NA,2,2,4,5,4,2,3,42
1,5,4,6,5,4,4,5,3,5,3,5,5,5,4,2,3,40
1,5,1,6,6,4,6,4,4,5,NA,2,5,6,5,2,3,51
2,5,5,2,4,2,3,2,4,5,4,4,4,3,2,1,2,68
1,6,6,4,5,6,4,6,1,2,1,2,3,5,4,2,5,49
2,5,5,5,3,5,5,4,3,4,5,4,1,2,5,2,3,43
1,6,6,5,5,6,5,4,1,2,2,1,5,5,4,2,1,54
5,5,4,5,5,4,4,4,2,4,1,2,5,5,5,1,3,41
4,6,5,5,6,5,6,6,2,4,5,4,4,5,6,2,3,47
1,4,2,3,4,2,2,4,3,5,5,4,4,4,1,2,4,48
1,NA,4,6,3,6,6,2,2,4,1,5,6,6,5,1,3,39
1,4,3,6,3,3,1,2,4,6,1,3,4,6,4,2,1,36
1,4,5,6,6,6,5,5,1,2,5,2,4,6,5,1,4,61
2,6,5,5,5,4,1,5,4,6,1,5,6,4,4,2,2,54
1,6,6,6,6,6,5,5,1,1,1,1,5,5,6,1,4,52
6,6,6,6,6,6,5,1,1,1,6,6,1,6,6,1,1,51
3,5,3,4,2,5,5,4,2,5,3,2,3,2,5,2,3,42
4,6,6,6,6,6,6,6,4,1,1,3,6,5,5,2,3,51
6,2,4,1,5,5,5,5,2,4,2,4,3,5,5,2,NA,53
1,5,4,4,4,3,2,5,4,5,5,6,3,2,1,1,2,55
3,5,5,6,5,5,5,6,2,3,2,4,3,6,4,2,2,68
1,2,5,6,5,3,4,5,1,1,2,2,5,5,5,1,5,54
1,6,6,4,5,5,6,5,2,4,2,2,4,4,6,2,5,51
2,4,4,4,5,4,4,2,2,4,4,5,2,5,4,1,4,52
2,4,3,4,3,2,3,5,4,5,5,5,1,3,4,2,3,40
5,4,5,4,4,4,6,4,2,3,1,2,5,4,6,2,3,39
1,5,5,6,5,5,5,2,2,2,4,2,4,5,5,2,5,70
6,6,6,6,6,6,6,6,1,1,4,1,5,6,5,2,3,55
4,6,5,6,5,3,3,2,3,6,6,6,6,1,3,2,2,43
4,3,3,4,3,5,5,4,3,5,5,4,2,3,3,1,1,38
2,5,5,6,5,3,5,5,2,1,2,2,5,6,5,2,1,41
2,5,5,6,5,4,3,3,2,3,5,4,4,5,2,2,3,40
1,6,5,4,6,4,2,4,4,5,2,2,5,4,5,1,5,74
4,3,6,4,6,2,5,6,1,1,5,2,6,1,2,2,3,71
3,4,4,6,4,3,4,4,4,1,1,4,4,4,5,2,2,40
1,6,4,4,4,6,2,5,2,1,6,5,1,4,1,2,1,58
1,5,5,1,6,6,5,5,1,6,2,1,5,5,6,2,4,73
2,4,2,2,3,5,5,5,3,5,4,4,2,5,5,2,NA,37
6,6,1,3,5,6,6,6,1,1,3,1,2,2,6,2,1,53
5,4,1,2,2,5,5,4,4,6,6,4,3,2,2,2,3,37
3,4,4,2,3,3,2,3,4,5,4,4,6,2,3,2,NA,35
2,6,6,6,6,6,6,6,2,5,4,3,5,6,5,2,2,58
5,6,6,6,3,5,6,1,6,6,6,6,6,3,6,2,NA,33
1,6,4,4,5,3,6,3,2,2,2,2,5,5,5,2,5,54
3,4,4,2,4,5,4,4,4,2,6,5,4,3,3,1,NA,34
1,4,2,5,2,1,2,1,2,4,6,6,1,2,1,2,1,40
3,5,4,6,4,5,6,5,1,2,1,4,5,5,6,2,4,47
2,6,5,2,5,5,2,4,1,3,1,1,5,6,5,2,2,62
2,3,4,2,5,5,6,5,1,6,3,5,1,5,4,2,1,38
4,5,5,5,3,4,4,4,3,5,3,4,4,3,NA,2,3,40
1,6,6,3,5,6,4,6,1,3,3,2,NA,5,6,2,5,76
2,5,5,4,5,5,5,5,1,4,3,3,5,5,5,1,3,40
2,4,5,4,4,5,5,2,1,1,5,4,5,3,4,1,NA,57
1,NA,5,2,4,5,6,4,NA,2,4,4,5,2,5,2,NA,35
2,6,5,4,6,4,3,4,4,6,4,5,5,5,3,2,1,40
4,5,4,6,4,4,5,5,3,6,1,1,4,6,4,2,3,39
1,6,5,4,5,5,4,5,3,5,4,3,4,5,4,1,3,40
1,3,5,6,6,3,5,4,2,5,2,2,4,6,3,2,3,39
3,5,5,6,6,5,5,6,3,4,2,1,6,5,6,1,3,40
5,6,6,5,4,4,3,6,4,3,2,1,6,6,4,2,1,63
1,6,6,6,5,5,5,6,1,1,2,2,4,4,5,2,5,63
1,5,3,4,3,6,6,6,1,4,6,6,3,1,2,2,4,46
2,4,5,4,5,3,4,4,5,6,5,3,3,5,2,2,NA,38
2,3,3,5,3,2,3,3,3,5,2,5,5,4,2,1,4,44
2,5,5,2,5,4,4,3,4,5,3,2,2,4,3,2,3,40
1,5,6,6,6,5,4,5,2,4,1,2,5,6,4,2,2,43
2,4,5,5,4,6,6,5,1,3,2,1,2,6,5,2,3,45
1,4,4,5,4,3,4,3,5,4,1,2,5,5,4,2,4,45
2,5,5,4,4,5,5,5,1,3,1,2,5,6,5,1,5,57
1,4,4,5,3,2,5,5,2,6,2,2,1,2,5,1,5,71
2,4,6,6,6,6,6,3,1,1,5,4,3,5,4,2,3,56
3,4,5,4,4,NA,4,4,3,5,2,4,4,5,4,1,3,41
2,5,5,5,4,5,5,5,2,4,2,4,4,4,5,1,5,76
2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,1,3,39
1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,5,61
2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,1,3,40
1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,3,42
2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,2,3,58
4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,5,72
2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,2,3,57
2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,2,47
1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,2,3,39
1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,2,2,65
2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,2,1,48
1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,2,3,51
2,5,5,4,5,4,3,3,3,2,2,NA,3,3,4,2,1,39
2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,2,5,51
2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,2,1,48
2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,1,3,41
4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,2,2,39
1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,2,3,47
2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,1,3,41
3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,1,3,43
1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,49
5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,1,3,44
2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,NA,36
3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,1,3,42
1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,2,4,61
1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,3,46
1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,1,5,67
2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,2,3,70
2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,2,5,49
2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,1,3,40
4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,2,5,75
2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,2,3,42
4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,2,3,55
1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,2,3,40
4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,1,2,69
3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,5,59
3,4,6,6,NA,5,4,5,2,4,1,4,5,4,4,2,3,43
2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,2,3,45
1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,5,45
2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,2,NA,56
2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,1,4,58
2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,1,1,37
2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,1,NA,37
5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,2,3,39
1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,2,4,76
1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,2,4,48
2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,3,37
1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,2,3,46
5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,2,3,66
1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,3,41
6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,2,3,66
1,6,6,6,5,5,NA,5,1,2,2,2,4,6,5,2,2,59
2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,2,3,39
1,5,6,6,5,5,4,4,NA,1,4,4,5,3,4,2,3,45
1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,5,42
2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,NA,37
2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,2,3,47
1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,2,4,40
3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,1,5,41
4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,2,3,41
1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,4,75
1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,2,3,44
2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,1,4,45
4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,1,5,59
3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,2,3,59
3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,2,3,41
1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,5,57
4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,2,42
1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,2,4,44
4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,2,3,41
3,5,5,4,5,6,6,6,1,NA,2,4,6,5,6,1,3,40
2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,1,3,39
2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,3,41
2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,1,5,50
1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,2,1,38
6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,2,4,73
2,4,5,1,4,3,1,5,1,4,5,4,1,NA,3,1,3,47
4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,2,4,68
1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,2,4,50
2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,2,3,45
2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,2,4,55
1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,2,NA,37
1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,2,3,61
3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,2,3,61
1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,2,3,57
2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,2,3,80
3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,2,3,43
2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,1,3,73
1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,2,2,39
1,NA,5,6,6,5,6,NA,2,6,1,1,4,6,4,2,3,55
3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,2,39
1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,1,1,44
2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,2,3,41
2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,2,3,49
4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,2,4,45
4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,4,45
5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,2,3,38
1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,2,5,57
6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,2,3,40
1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,2,3,41
1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,2,1,54
1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,2,2,58
2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,1,4,50
3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,1,1,36
5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,2,3,43
1,NA,6,6,6,3,5,5,1,2,1,1,5,5,NA,2,3,42
2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,1,3,57
2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,1,4,50
3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,2,3,41
1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,2,3,52
4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,NA,34
1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,4,75
4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,1,4,46
1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,2,5,42
1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,3,41
4,4,2,5,3,4,5,5,5,NA,6,5,1,1,2,2,4,48
1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,2,5,61
3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,NA,37
1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,5,72
5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,2,1,38
5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,5,76
5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,2,5,75
1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,2,4,63
4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,1,3,42
2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,2,4,45
5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,47
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,2,68
3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,2,5,51
4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,2,3,44
3,4,3,2,4,5,5,5,2,5,NA,3,5,5,5,1,3,41
1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,3,44
2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,2,3,41
2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,2,3,47
5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,38
3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,1,3,44
4,5,3,5,4,4,2,4,3,4,4,3,2,NA,5,1,5,52
2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,2,1,39
1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,2,5,72
1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,1,1,38
5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,3,50
4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,1,1,38
4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,2,4,42
2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,1,4,66
5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,1,NA,36
3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,1,4,48
3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,2,3,39
2,5,5,2,6,4,3,NA,2,4,2,2,3,6,6,1,4,58
5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,4,44
3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,4,42
6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,2,1,36
1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,2,4,44
4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,1,3,43
1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,4,43
1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,2,5,42
3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,1,5,44
1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,2,3,46
3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,3,42
3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,1,1,55
1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,2,3,63
1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,2,NA,37
2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,2,5,57
1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,2,3,41
4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,2,3,41
2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,2,5,45
4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,1,3,47
2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,1,4,42
1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,2,3,39
1,NA,6,6,6,5,5,6,1,1,1,1,6,6,6,2,3,60
1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,41
2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,1,1,37
3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,1,NA,41
5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,1,NA,37
2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,2,2,39
1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,2,3,42
1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,2,3,38
2,NA,6,6,6,4,1,5,3,6,1,1,4,6,6,1,2,82
2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,2,4,42
1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,2,3,51
2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,42
2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,1,4,43
2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,2,3,42
4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,NA,51
1,NA,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,70
5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,1,1,40
1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,2,3,48
2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,4,55
3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,2,3,40
2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,4,56
5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,2,NA,47
3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,4,48
2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,60
4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,3,40
2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,1,3,43
2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,3,38
6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,2,2,43
1,6,5,6,4,5,5,4,4,3,NA,3,3,3,4,2,5,47
3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,3,42
3,NA,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,2,3,37
2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,1,2,52
2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,1,3,45
2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,5,48
3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,2,4,45
3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,2,2,60
2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,2,3,48
2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,2,2,53
1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,2,4,59
2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,3,40
4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,2,NA,66
1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,48
4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,3,41
3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,3,56
1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,5,70
1,6,6,6,NA,6,2,6,1,2,6,6,5,6,6,2,3,60
1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,2,3,66
1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,2,3,31
1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,2,3,58
4,5,3,6,3,3,2,4,NA,4,4,4,4,5,2,2,3,42
5,5,5,5,5,5,6,5,5,NA,5,4,6,5,6,1,1,36
5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,NA,35
6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,1,2,39
4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,2,1,40
1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,2,5,49
2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,3,45
3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,1,3,45
2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,1,3,45
1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,2,3,41
3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,3,39
1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,2,3,60
2,5,6,5,6,5,5,6,NA,2,2,2,6,6,5,1,3,39
